0	0	0
65533	0	2
32	2	0
33	2	1
34	2	2
35	2	3
36	2	4
37	2	5
38	2	6
39	2	7
40	2	8
41	2	9
42	2	10
43	2	11
44	2	12
45	2	13
46	2	14
47	2	15
48	3	0
49	3	1
50	3	2
51	3	3
52	3	4
53	3	5
54	3	6
55	3	7
56	3	8
57	3	9
58	3	10
59	3	11
60	3	12
61	3	13
62	3	14
63	3	15
64	4	0
65	4	1
66	4	2
67	4	3
68	4	4
69	4	5
70	4	6
71	4	7
72	4	8
73	4	9
74	4	10
75	4	11
76	4	12
77	4	13
78	4	14
79	4	15
80	5	0
81	5	1
82	5	2
83	5	3
84	5	4
85	5	5
86	5	6
87	5	7
88	5	8
89	5	9
90	5	10
91	5	11
92	5	12
93	5	13
94	5	14
95	5	15
96	6	0
97	6	1
98	6	2
99	6	3
100	6	4
101	6	5
102	6	6
103	6	7
104	6	8
105	6	9
106	6	10
107	6	11
108	6	12
109	6	13
110	6	14
111	6	15
112	7	0
113	7	1
114	7	2
115	7	3
116	7	4
117	7	5
118	7	6
119	7	7
120	7	8
121	7	9
122	7	10
123	7	11
124	7	12
125	7	13
126	7	14
127	7	15
160	8	0
161	8	1
162	8	2
163	8	3
164	8	4
165	8	5
166	8	6
167	8	7
168	8	8
169	8	9
170	8	10
171	8	11
172	8	12
173	8	13
174	8	14
175	8	15
176	9	0
177	9	1
178	9	2
179	9	3
180	9	4
181	9	5
182	9	6
183	9	7
184	9	8
185	9	9
186	9	10
187	9	11
188	9	12
189	9	13
190	9	14
191	9	15
192	10	0
193	10	1
194	10	2
195	10	3
196	10	4
197	10	5
198	10	6
199	10	7
200	10	8
201	10	9
202	10	10
203	10	11
204	10	12
205	10	13
206	10	14
207	10	15
208	11	0
209	11	1
210	11	2
211	11	3
212	11	4
213	11	5
214	11	6
215	11	7
216	11	8
217	11	9
218	11	10
219	11	11
220	11	12
221	11	13
222	11	14
223	11	15
224	12	0
225	12	1
226	12	2
227	12	3
228	12	4
229	12	5
230	12	6
231	12	7
232	12	8
233	12	9
234	12	10
235	12	11
236	12	12
237	12	13
238	12	14
239	12	15
240	13	0
241	13	1
242	13	2
243	13	3
244	13	4
245	13	5
246	13	6
247	13	7
248	13	8
249	13	9
250	13	10
251	13	11
252	13	12
253	13	13
254	13	14
255	13	15
256	14	0
257	14	1
258	14	2
259	14	3
260	14	4
261	14	5
262	14	6
263	14	7
264	14	8
265	14	9
266	14	10
267	14	11
268	14	12
269	14	13
270	14	14
271	14	15
272	15	0
273	15	1
274	15	2
275	15	3
276	15	4
277	15	5
278	15	6
279	15	7
280	15	8
281	15	9
282	15	10
283	15	11
284	15	12
285	15	13
286	15	14
287	15	15
288	16	0
289	16	1
290	16	2
291	16	3
292	16	4
293	16	5
294	16	6
295	16	7
296	16	8
297	16	9
298	16	10
299	16	11
300	16	12
301	16	13
302	16	14
303	16	15
304	17	0
305	17	1
306	17	2
307	17	3
308	17	4
309	17	5
310	17	6
311	17	7
312	17	8
313	17	9
314	17	10
315	17	11
316	17	12
317	17	13
318	17	14
319	17	15
320	18	0
321	18	1
322	18	2
323	18	3
324	18	4
325	18	5
326	18	6
327	18	7
328	18	8
329	18	9
330	18	10
331	18	11
332	18	12
333	18	13
334	18	14
335	18	15
336	19	0
337	19	1
338	19	2
339	19	3
340	19	4
341	19	5
342	19	6
343	19	7
344	19	8
345	19	9
346	19	10
347	19	11
348	19	12
349	19	13
350	19	14
351	19	15
352	20	0
353	20	1
354	20	2
355	20	3
356	20	4
357	20	5
358	20	6
359	20	7
360	20	8
361	20	9
362	20	10
363	20	11
364	20	12
365	20	13
366	20	14
367	20	15
368	21	0
369	21	1
370	21	2
371	21	3
372	21	4
373	21	5
374	21	6
375	21	7
376	21	8
377	21	9
378	21	10
379	21	11
380	21	12
381	21	13
382	21	14
383	21	15
9472	22	0
9473	22	1
9474	22	2
9475	22	3
9476	22	4
9477	22	5
9478	22	6
9479	22	7
9480	22	8
9481	22	9
9482	22	10
9483	22	11
9484	22	12
9485	22	13
9486	22	14
9487	22	15
9488	23	0
9489	23	1
9490	23	2
9491	23	3
9492	23	4
9493	23	5
9494	23	6
9495	23	7
9496	23	8
9497	23	9
9498	23	10
9499	23	11
9500	23	12
9501	23	13
9502	23	14
9503	23	15
9504	24	0
9505	24	1
9506	24	2
9507	24	3
9508	24	4
9509	24	5
9510	24	6
9511	24	7
9512	24	8
9513	24	9
9514	24	10
9515	24	11
9516	24	12
9517	24	13
9518	24	14
9519	24	15
9520	25	0
9521	25	1
9522	25	2
9523	25	3
9524	25	4
9525	25	5
